Provider Number,Facility Name,Five Star,City,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Number of Dialysis Patients with Hgb data,Patient Transfusion category text,Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patients in Serum phosphorus summary,Patient hospitalization category text,Patient Hospital Readmission Category,Patient Survival Category Text,Number of patients included in hospitalization summary,Number of hospitalizations included in hospital readmission summary,Number of Patients included in survival summary,Patient Infection category text,Fistula Category Text,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patients in nPCR summary,SWR category text,Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW
552622,DAVITA CANYON SPRINGS DIALYSIS,4,MORENO VALLEY,Profit,DAVITA,32,1,0,0,52,As Expected,115,204,213,As Expected,As Expected,As Expected,128,127,541,As Expected,As Expected,213,213,0,As Expected,75,0.43,As Expected,170
512518,DAVITA WEST VIRGINIA DIALYSIS,3,LOGAN,Profit,DAVITA,13,1,1,0,32,Worse than Expected,48,76,78,As Expected,As Expected,As Expected,61,70,208,As Expected,As Expected,71,71,0,Not Available,27,0,As Expected,62
512519,DAVITA GRAND CENTRAL DIALYSIS,5,VIENNA,Profit,DAVITA,18,1,1,0,45,As Expected,73,98,104,As Expected,As Expected,As Expected,80,98,416,As Expected,As Expected,75,75,0,As Expected,61,0.68,As Expected,82
522586,DAVITA NORTHERN STAR DIALYSIS,5,WOODRUFF,Profit,DAVITA,24,1,1,0,45,As Expected,66,88,97,As Expected,As Expected,Better than Expected,74,66,275,Better than Expected,As Expected,87,87,0,As Expected,41,1.19,As Expected,75
522587,DAVITA STEVENS POINT DIALYSIS,3,PLOVER,Profit,DAVITA,12,1,0,0,26,As Expected,42,52,55,As Expected,As Expected,As Expected,47,53,202,As Expected,As Expected,55,55,0,Not Available,20,0,As Expected,47
522588,DAVITA MARSHFIELD DIALYSIS,3,MARSHFIELD,Profit,DAVITA,17,1,1,1,31,As Expected,47,78,80,As Expected,As Expected,As Expected,58,67,271,As Expected,As Expected,66,66,0,Not Available,24,0,As Expected,49
552543,HOME DIALYSIS THERAPIES OF SAN DIEGO-NORTH,,SAN DIEGO,Profit,INDEPENDENT,1,0,1,1,40,Worse than Expected,77,115,124,As Expected,As Expected,As Expected,88,71,313,Not Available,Not Available,7,7,0,Not Available,30,0,Better than Expected,99
552544,DAVITA CROSSROADS DIALYSIS CENTER,4,FULLERTON,Profit,DAVITA,24,1,1,0,53,As Expected,88,169,171,As Expected,As Expected,As Expected,98,106,437,As Expected,As Expected,160,160,0,As Expected,55,0.88,As Expected,125
502568,DAVITA WENATCHEE VALLEY DIALYSIS,5,WENATCHEE,Profit,DAVITA,20,1,1,0,48,As Expected,62,87,97,As Expected,As Expected,As Expected,83,91,312,As Expected,As Expected,97,97,0,As Expected,71,1.03,As Expected,89
502569,DAVITA EAST WENATCHEE DIALYSIS,4,EAST WENATCHEE,Profit,DAVITA,9,1,1,1,34,As Expected,43,59,63,As Expected,As Expected,As Expected,48,34,155,As Expected,As Expected,36,36,0,Not Available,3,0,As Expected,54
522329,MERCY REGIONAL DIALYSIS CENTER,3,JANESVILLE,Non-Profit,INDEPENDENT,12,1,1,0,45,As Expected,71,90,96,As Expected,As Expected,As Expected,86,114,299,As Expected,As Expected,87,87,0,As Expected,64,2,As Expected,76
522331,MAYO CLINIC DIALYSIS - MENOMONIE,4,MENOMONIE,Non-Profit,MAYO CLINIC DIALYSIS,24,1,0,0,27,As Expected,38,50,54,As Expected,As Expected,Better than Expected,46,32,166,Worse than Expected,As Expected,55,55,0,Not Available,5,0,As Expected,32
522335,"FROEDTERT SOUTH, INC.- ST. CATHERINE'S KIDNEY CENTER",5,PLEASANT PRAIRIE,Non-Profit,INDEPENDENT,21,1,1,0,60,As Expected,84,116,120,As Expected,As Expected,As Expected,98,84,371,As Expected,As Expected,101,101,0,As Expected,48,0.55,As Expected,91
522339,DIVINE SAVIOR HEALTHCARE DIALYSIS,3,PORTAGE,Non-Profit,INDEPENDENT,6,1,0,0,14,As Expected,24,30,30,As Expected,As Expected,As Expected,26,22,95,As Expected,As Expected,30,30,0,Not Available,1,0,As Expected,21
552590,QUOTIDIAN HOME DIALYSIS CLINIC,3,LA HABRA,Profit,INDEPENDENT,2,1,1,1,12,As Expected,29,38,40,As Expected,As Expected,As Expected,34,16,104,Not Available,As Expected,26,26,0,Not Available,8,0,As Expected,37
502588,"RENAL CARE GROUP NORTHWEST, INC.",3,GIG HARBOR,Profit,FRESENIUS MEDICAL CARE,12,1,0,1,39,As Expected,55,81,86,As Expected,As Expected,As Expected,65,89,193,Better than Expected,As Expected,84,84,0,As Expected,36,0.53,As Expected,71
502589,"RENAL CARE GROUP NORTHWEST, INC.",3,TACOMA,Profit,FRESENIUS MEDICAL CARE,14,1,0,0,44,As Expected,63,86,89,As Expected,As Expected,As Expected,68,70,202,As Expected,As Expected,91,91,0,Not Available,15,0,As Expected,82
502590,"RENAL CARE GROUP NORTHWEST, INC.",3,TACOMA,Profit,FRESENIUS MEDICAL CARE,22,1,1,0,76,As Expected,105,161,168,As Expected,Worse than Expected,As Expected,124,167,378,As Expected,As Expected,164,164,0,Worse than Expected,55,0.16,As Expected,153
502591,"RENAL CARE GROUP NORTHWEST, INC.",2,TACOMA,Profit,FRESENIUS MEDICAL CARE,20,1,1,1,64,Worse than Expected,106,155,168,As Expected,As Expected,As Expected,124,149,358,Better than Expected,As Expected,147,147,0,As Expected,37,0.65,As Expected,160
512520,DAVITA GREATER CHARLESTON DIALYSIS,3,SOUTH CHARLESTON,Profit,DAVITA,23,1,1,1,58,Worse than Expected,105,141,143,Worse than Expected,As Expected,As Expected,116,161,488,As Expected,As Expected,116,116,0,As Expected,63,0.88,As Expected,116
512521,FMC - FAIRMONT,3,PLEASANT VALLEY,Profit,FRESENIUS MEDICAL CARE,21,1,1,1,61,As Expected,81,112,120,As Expected,As Expected,As Expected,101,127,376,As Expected,As Expected,108,108,0,As Expected,39,0,As Expected,81
512522,DAVITA RENAL CENTER OF MOOREFIELD,3,MOOREFIELD,Profit,DAVITA,14,1,0,0,15,As Expected,23,28,30,As Expected,As Expected,As Expected,24,23,101,As Expected,As Expected,29,29,0,Not Available,10,0,As Expected,23
512523,FMC - CLARKSBURG,3,BRIDGEPORT,Profit,FRESENIUS MEDICAL CARE,32,1,1,1,46,As Expected,66,92,102,As Expected,As Expected,As Expected,82,136,371,As Expected,As Expected,97,97,0,As Expected,52,0.71,As Expected,68
522561,FRESENIUS MEDICAL CARE MIDWEST LAKESHORE,5,SAINT FRANCIS,Profit,FRESENIUS MEDICAL CARE,10,1,1,0,31,As Expected,43,61,69,As Expected,As Expected,As Expected,54,63,182,As Expected,As Expected,71,71,0,Not Available,24,0,As Expected,49
552545,DAVITA ANAHEIM HILLS DIALYSIS,4,ANAHEIM,Profit,DAVITA,21,1,0,0,21,As Expected,37,77,81,As Expected,As Expected,As Expected,43,40,199,As Expected,As Expected,84,84,0,Not Available,21,0,As Expected,55
552546,HOME DIALYSIS THERAPIES OF SAN DIEGO-SOUTH,,CHULA VISTA,Profit,INDEPENDENT,4,0,1,1,17,As Expected,26,50,52,As Expected,As Expected,As Expected,33,33,99,Not Available,Not Available,3,3,0,Not Available,8,0,Better than Expected,44
552547,"NRC-CANYON COUNTRY DIALYSIS CENTER, LLC",4,CANYON COUNTRY,Profit,NATIONAL RENAL CARE,31,1,0,0,49,As Expected,63,132,135,As Expected,As Expected,Better than Expected,87,99,356,As Expected,As Expected,133,133,0,As Expected,38,1.1,As Expected,106
552548,DAVITA ONTARIO DIALYSIS,4,ONTARIO,Profit,DAVITA,20,1,0,0,28,As Expected,79,142,147,As Expected,As Expected,Worse than Expected,82,89,351,Worse than Expected,As Expected,147,147,0,As Expected,28,0.99,As Expected,125
502545,PUGET SOUND KIDNEY CENTER WHIDBEY ISLAND,3,OAK HARBOR,Non-Profit,PUGET SOUND KIDNEY CENTERS,10,1,1,1,24,As Expected,32,45,48,As Expected,As Expected,As Expected,40,47,133,As Expected,As Expected,46,46,0,Not Available,14,0,As Expected,38
522343,ASPIRUS KIDNEY CARE - MEDFORD,4,MEDFORD,Non-Profit,INDEPENDENT,8,1,0,0,1,As Expected,21,34,35,As Expected,As Expected,As Expected,28,25,120,As Expected,As Expected,35,35,0,Not Available,10,0,As Expected,16
522500,FMC - NEENAH,3,NEENAH,Profit,FRESENIUS MEDICAL CARE,18,1,1,1,45,As Expected,87,131,137,As Expected,As Expected,Worse than Expected,107,87,437,Better than Expected,As Expected,94,94,0,As Expected,40,0.55,As Expected,106
522609,"FRESENIUS MEDICAL CARE MILWAUKEE, LLC",5,SLINGER,Profit,FRESENIUS MEDICAL CARE,13,1,0,0,18,As Expected,26,34,36,As Expected,Better than Expected,As Expected,31,26,55,As Expected,As Expected,38,38,0,Not Available,1,0,As Expected,24
522611,"BIO-MEDICAL APPLICATIONS OF WISCONSIN, INC.",5,JANESVILLE,Profit,FRESENIUS MEDICAL CARE,13,1,1,0,18,As Expected,29,43,49,As Expected,As Expected,As Expected,35,22,59,Better than Expected,As Expected,49,49,0,Not Available,11,0,As Expected,42
522612,"BIO-MEDICAL APPLICATIONS OF WISCONSIN, INC.",5,SUN PRAIRIE,Profit,FRESENIUS MEDICAL CARE,17,1,0,0,16,As Expected,21,34,38,As Expected,As Expected,As Expected,26,27,34,Better than Expected,As Expected,37,37,0,Not Available,4,0,As Expected,26
502592,DAVITA COOKS HILL DIALYSIS,5,CENTRALIA,Profit,DAVITA,6,1,0,0,13,As Expected,24,40,46,As Expected,As Expected,As Expected,29,20,43,As Expected,As Expected,46,46,0,Not Available,6,0,As Expected,40
502593,NKC FEDERAL WAY EAST KIDNEY CENTER,3,FEDERAL WAY,Non-Profit,NORTHWEST KIDNEY CENTERS,14,1,1,1,53,As Expected,73,130,138,As Expected,As Expected,As Expected,102,104,183,Not Available,As Expected,114,114,0,Not Available,16,0,As Expected,116
522527,DAVITA SHEBOYGAN DIALYSIS,5,SHEBOYGAN,Profit,DAVITA,14,1,1,0,36,As Expected,57,80,85,As Expected,As Expected,Worse than Expected,59,56,236,As Expected,As Expected,78,78,0,As Expected,38,0.57,As Expected,63
522528,FRESENIUS MEDICAL CARE MIDWEST RYAN ROAD,4,OAK CREEK,Profit,FRESENIUS MEDICAL CARE,19,1,0,0,45,As Expected,59,102,113,As Expected,As Expected,As Expected,75,73,327,Better than Expected,As Expected,112,112,0,As Expected,49,1.3,As Expected,78
522529,DAVITA CEDARBURG DIALYSIS,3,CEDARBURG,Profit,DAVITA,10,1,0,0,31,As Expected,40,60,67,As Expected,As Expected,As Expected,50,62,205,As Expected,As Expected,66,66,0,As Expected,30,1.41,As Expected,34
522562,DAVITA MANITOWOC DIALYSIS,5,MANITOWOC,Profit,DAVITA,12,1,1,0,25,As Expected,31,44,46,As Expected,As Expected,As Expected,40,32,148,As Expected,Better than Expected,40,40,0,As Expected,22,0.45,As Expected,29
522563,DAVITA WAUTOMA DIALYSIS,3,WAUTOMA,Profit,DAVITA,8,1,0,0,13,As Expected,19,32,33,As Expected,As Expected,As Expected,23,23,95,As Expected,As Expected,33,33,0,Not Available,12,0,As Expected,23
522564,FRESENIUS MEDICAL CARE MIDWEST KENOSHA,4,KENOSHA,Profit,FRESENIUS MEDICAL CARE,29,1,1,1,37,As Expected,59,87,95,As Expected,As Expected,As Expected,69,75,268,As Expected,As Expected,96,96,0,As Expected,40,0.66,As Expected,75
522565,ARA - MILWAUKEE,3,MILWAUKEE,Profit,AMERICAN RENAL ASSOCIATES,21,1,1,0,48,As Expected,72,111,113,As Expected,As Expected,As Expected,86,96,363,Not Available,As Expected,106,106,0,As Expected,39,1.11,As Expected,87
522566,DAVITA BLUEMOUND DIALYSIS,4,WAUWATOSA,Profit,DAVITA,21,1,0,1,76,As Expected,127,168,175,As Expected,As Expected,As Expected,140,151,572,As Expected,As Expected,176,176,0,As Expected,53,1.89,As Expected,147
502546,PUGET SOUND KIDNEY CENTER SMOKEY POINT,3,ARLINGTON,Non-Profit,PUGET SOUND KIDNEY CENTERS,29,1,1,1,84,As Expected,134,177,193,As Expected,As Expected,As Expected,158,199,593,As Expected,As Expected,174,174,0,As Expected,83,0.52,As Expected,149
502547,DAVITA DOWNTOWN SPOKANE RENAL CENTER,4,SPOKANE,Profit,DAVITA,14,1,0,0,44,As Expected,61,84,87,As Expected,Better than Expected,As Expected,66,64,259,As Expected,As Expected,87,87,0,As Expected,43,0.38,As Expected,85
502548,FMC SHELTON,5,SHELTON,Profit,FRESENIUS MEDICAL CARE,7,1,0,0,20,As Expected,24,37,35,As Expected,As Expected,As Expected,31,31,104,As Expected,As Expected,36,36,0,Not Available,13,0,As Expected,33
502549,OLYMPIC PENINSULA KIDNEY CENTER - NORTH,5,POULSBO,Non-Profit,OLYMPIC PENINSULA KIDNEY CENTERS,8,1,0,0,30,As Expected,37,53,58,As Expected,As Expected,As Expected,41,42,159,As Expected,As Expected,58,58,0,Not Available,7,0,As Expected,45
502550,DAVITA VANCOUVER DIALYSIS CENTER,5,VANCOUVER,Profit,DAVITA,12,1,1,0,30,As Expected,61,102,109,As Expected,As Expected,As Expected,69,63,270,As Expected,As Expected,86,86,0,As Expected,25,0.65,As Expected,88
522613,DAVITA BROWN DEER DIALYSIS,4,MILWAUKEE,Profit,DAVITA,20,1,0,0,13,Not Available,22,38,43,As Expected,As Expected,As Expected,26,28,26,As Expected,As Expected,43,43,0,Not Available,0,0,As Expected,39
522614,"FRESENIUS MEDICAL CARE MILWAUKEE, LLC",3,MILWAUKEE,Profit,FRESENIUS MEDICAL CARE,18,1,0,0,5,Not Available,22,29,32,As Expected,As Expected,As Expected,22,36,26,As Expected,As Expected,33,33,0,Not Available,3,0,As Expected,30
522615,"WISCONSIN RENAL CARE GROUP, L.L.C.",2,BROOKFIELD,Profit,FRESENIUS MEDICAL CARE,13,1,1,1,25,As Expected,37,70,71,As Expected,As Expected,As Expected,50,64,51,Not Available,As Expected,43,43,0,Not Available,0,0,Better than Expected,78
552567,DAVITA TEMPLETON DIALYSIS,4,TEMPLETON,Profit,DAVITA,16,1,1,0,41,As Expected,57,99,101,As Expected,As Expected,As Expected,68,56,313,As Expected,As Expected,79,79,0,As Expected,47,1.58,As Expected,91
552568,FMC-DIALYSIS SERVICES OF EAST LOS ANGELES,4,EAST LOS ANGELES,Profit,FRESENIUS MEDICAL CARE,33,1,0,0,11,As Expected,56,120,122,As Expected,As Expected,As Expected,61,71,219,As Expected,As Expected,122,122,0,As Expected,36,0.75,As Expected,82
552569,DAVITA NATOMAS DIALYSIS,4,SACRAMENTO,Profit,DAVITA,24,1,0,0,71,As Expected,103,173,173,As Expected,As Expected,As Expected,118,94,487,As Expected,As Expected,175,175,0,As Expected,50,1.45,As Expected,137
672785,IRVING REGIONAL DIALYSIS CENTER LLC,3,IRVING,Profit,JV- DALLAS NEPHORLOGY,24,1,1,1,36,As Expected,72,134,139,As Expected,As Expected,As Expected,84,69,261,As Expected,As Expected,111,111,0,As Expected,105,1.42,As Expected,130
672786,DAVITA CYPRESS FAIRFIELD DIALYSIS,4,CYPRESS,Profit,DAVITA,24,1,1,0,46,As Expected,62,95,99,As Expected,As Expected,Better than Expected,76,67,184,Better than Expected,As Expected,87,87,0,As Expected,32,0.39,As Expected,93
672787,DAVITA WEST HOUSTON HOME DIALYSIS,5,HOUSTON,Profit,DAVITA,1,0,1,1,11,As Expected,18,32,33,As Expected,As Expected,As Expected,23,14,57,Not Available,As Expected,14,14,0,Not Available,5,0,Better than Expected,31
672788,DAVITA KELLER DIALYSIS,3,KELLER,Profit,DAVITA,17,1,1,0,18,As Expected,32,48,49,As Expected,Worse than Expected,As Expected,34,47,69,As Expected,As Expected,40,40,0,Not Available,8,0,As Expected,40
672789,DAVITA DIALYSIS CARE OF GRAND PRAIRIE,3,GRAND PRAIRIE,Profit,DAVITA,13,1,0,0,18,As Expected,24,37,37,As Expected,As Expected,As Expected,27,25,81,As Expected,As Expected,38,38,0,Not Available,9,0,As Expected,30
672518,DAVITA NORTH SHEPHERD DIALYSIS,3,HOUSTON,Profit,DAVITA,30,1,0,0,40,As Expected,56,87,91,As Expected,As Expected,As Expected,64,76,321,As Expected,As Expected,92,92,0,As Expected,31,0.73,As Expected,77
672519,DAVITA SOUTHCROSS DIALYSIS CENTER,5,SAN ANTONIO,Profit,DAVITA,24,1,0,0,47,As Expected,79,107,115,As Expected,As Expected,As Expected,89,112,361,As Expected,As Expected,115,115,0,As Expected,40,0.26,As Expected,96
672520,DAVITA LANCASTER DIALYSIS,4,LANCASTER,Profit,DAVITA,25,1,0,0,42,As Expected,59,81,80,As Expected,Better than Expected,As Expected,66,52,228,As Expected,As Expected,82,82,0,Not Available,10,0,As Expected,67
672521,DAVITA LAS PALMAS DIALYSIS CENTER,5,SAN ANTONIO,Profit,DAVITA,24,1,0,0,38,As Expected,68,99,102,As Expected,As Expected,As Expected,71,83,317,As Expected,As Expected,104,104,0,As Expected,28,0.39,As Expected,89
672522,DAVITA SOUTH SHORE DIALYSIS CENTER,4,LEAGUE CITY,Profit,DAVITA,12,1,1,1,39,As Expected,62,83,86,As Expected,As Expected,As Expected,76,96,321,As Expected,As Expected,76,76,0,Not Available,21,0,As Expected,77
552736,DAVITA SAN FRANCISCO HOME TRAINING (PD),5,SAN FRANCISCO,Profit,DAVITA,7,0,1,0,17,As Expected,24,64,68,As Expected,As Expected,As Expected,27,18,122,Not Available,Not Available,0,0,0,Not Available,16,0,Better than Expected,58
552737,DAVITA SANTA CLARA DIALYSIS,3,SANTA CLARA,Profit,DAVITA,24,1,0,0,23,As Expected,50,90,93,As Expected,As Expected,As Expected,55,48,195,Better than Expected,As Expected,92,92,0,Not Available,18,0,Better than Expected,51
552738,DAVITA STEVENS CREEK DIALYSIS,3,SAN JOSE,Profit,DAVITA,24,1,0,0,38,As Expected,54,72,77,As Expected,As Expected,As Expected,63,61,305,As Expected,As Expected,77,77,0,As Expected,19,1.55,Better than Expected,45
552739,SATELLITE HEALTHCARE INC,3,SACRAMENTO,Non-Profit,SATELLITE DIALYSIS,29,1,1,1,63,As Expected,91,157,163,As Expected,As Expected,As Expected,103,101,291,As Expected,As Expected,155,155,0,As Expected,52,0.82,As Expected,151
552740,DAVITA DINUBA DIALYSIS,5,DINUBA,Profit,DAVITA,24,1,1,0,63,As Expected,83,117,114,As Expected,As Expected,As Expected,92,84,372,As Expected,As Expected,112,112,0,As Expected,56,0.71,As Expected,95
552851,U.S. RENAL CARE LITTLE TOKYO DIALYSIS,2,LOS ANGELES,Profit,"US RENAL CARE, INC.",16,1,0,0,15,As Expected,25,41,44,As Expected,As Expected,As Expected,29,30,31,Not Available,As Expected,44,44,0,Not Available,2,0,As Expected,32
552852,DAVITA LA HABRA DIALYSIS,,LA HABRA,Profit,DAVITA,37,1,1,0,4,Not Available,9,15,15,Not Available,Not Available,Not Available,10,4,11,Not Available,As Expected,17,17,0,Not Available,0,0,As Expected,13
552853,NORTHRIDGE KIDNEY CARE CENTER,3,NORTHRIDGE,Profit,INDEPENDENT,25,1,0,0,30,As Expected,48,77,86,As Expected,As Expected,Better than Expected,65,100,66,As Expected,As Expected,88,88,0,Not Available,0,0,As Expected,54
552854,DAVITA TORRANCE EMERALD DIALYSIS,,TORRANCE,Profit,DAVITA,25,1,0,0,4,Not Available,9,18,27,Not Available,Not Available,Not Available,12,9,12,Not Available,As Expected,27,27,0,Not Available,0,0,As Expected,23
672561,FRESENIUS MEDICAL CARE MUSEUM DISTRICT,4,HOUSTON,Profit,FRESENIUS MEDICAL CARE,24,1,1,0,35,As Expected,79,107,115,As Expected,As Expected,As Expected,89,66,363,As Expected,As Expected,118,118,0,As Expected,35,0.62,As Expected,98
672562,FRESENIUS MEDICAL CARE HOUSTON HOME LLC,2,HOUSTON,Profit,FRESENIUS MEDICAL CARE,2,0,1,0,11,As Expected,34,55,63,Worse than Expected,As Expected,Worse than Expected,36,48,142,Not Available,Not Available,3,3,0,Not Available,16,0,As Expected,63
672790,DAVITA SOUTHEAST FORT WORTH DIALYSIS,1,FORT WORTH,Profit,DAVITA,25,1,0,0,14,As Expected,23,43,43,As Expected,As Expected,As Expected,23,21,84,As Expected,As Expected,43,43,0,Not Available,13,0,As Expected,28
672881,"FRESENIUS MEDICAL CARE NORTHSIDE DIALYSIS, LLC",2,HOUSTON,Profit,FRESENIUS MEDICAL CARE,13,1,1,0,18,As Expected,31,49,54,As Expected,As Expected,Not Available,32,51,40,As Expected,As Expected,47,47,0,Not Available,14,0,As Expected,56
672882,"FMC SAN ANTONIO, LLC",4,SAN ANTONIO,Profit,FRESENIUS MEDICAL CARE,13,1,1,1,10,Not Available,21,32,38,As Expected,As Expected,Not Available,24,18,28,As Expected,As Expected,30,30,0,Not Available,5,0,As Expected,36
672883,"I DIALYSIS, LLC",,NACOGDOCHES,Profit,"I DIALYSIS, LLC",1,0,1,1,4,Not Available,18,33,34,As Expected,As Expected,Not Available,21,23,21,Not Available,Not Available,1,1,0,Not Available,7,0,As Expected,40
672884,"DIALYSPA VI, LLC",,BELLAIRE,Profit,DIALYSPA,1,0,1,0,4,Not Available,4,14,14,Not Available,Not Available,Not Available,5,2,5,Not Available,Not Available,0,0,0,Not Available,0,0,As Expected,12
672886,DIAMOND DIALYSIS - STAFFORD TEXAS LLC,1,STAFFORD,Profit,"DIAMOND DIALYSIS - STAFFORD, TEXAS, LLC",13,1,1,0,5,Not Available,15,30,31,As Expected,As Expected,Not Available,17,17,19,Not Available,As Expected,25,25,0,Not Available,8,0,As Expected,34
672621,DAVITA WEST PARK DIALYSIS,3,HOUSTON,Profit,DAVITA,20,1,0,0,15,As Expected,20,40,40,As Expected,As Expected,As Expected,24,31,109,As Expected,As Expected,41,41,0,As Expected,24,0.77,As Expected,34
672623,SNG - HILLCROFT DIALYSIS CENTER,3,HOUSTON,Profit,SANKAR NEPHROLOGY GROUP,20,1,0,0,19,As Expected,32,39,42,As Expected,As Expected,As Expected,38,49,148,As Expected,As Expected,42,42,0,Not Available,10,0,As Expected,37
672624,USRC FRIENDSWOOD DIALYSIS,3,FRIENDSWOOD,Profit,"US RENAL CARE, INC.",12,1,0,0,16,As Expected,26,36,38,As Expected,As Expected,As Expected,30,32,135,As Expected,As Expected,40,40,0,Not Available,22,0,As Expected,28
672625,DAVITA MAGNOLIA DIALYSIS CENTER,3,MAGNOLIA,Profit,DAVITA,12,1,1,0,23,As Expected,37,50,52,As Expected,As Expected,As Expected,39,48,167,As Expected,As Expected,44,44,0,As Expected,16,0.47,As Expected,46
672626,ELIK DIALYSIS HOME THERAPY,1,HOUSTON,Profit,INDEPENDENT,1,0,1,1,17,Worse than Expected,43,85,41,Worse than Expected,As Expected,As Expected,54,77,246,Not Available,Worse than Expected,35,35,0,As Expected,41,0.91,As Expected,87
552831,DAVITA EL CAMINO DIALYSIS,,MOUNTAIN VIEW,Profit,DAVITA,24,1,0,0,0,Not Available,0,0,0,Not Available,Not Available,Not Available,0,0,0,Not Available,Not Available,0,0,0,Not Available,0,0,Not Available,0
552832,DAVITA ROLLING HILLS DIALYSIS,3,TORRANCE,Profit,DAVITA,27,1,1,1,34,As Expected,63,130,141,As Expected,As Expected,As Expected,78,90,105,As Expected,As Expected,116,116,0,As Expected,20,1.55,As Expected,99
552833,U.S. RENAL CARE SOUTH BAY DIALYSIS,3,REDONDO BEACH,Profit,"US RENAL CARE, INC.",15,1,0,0,14,As Expected,25,39,44,As Expected,As Expected,As Expected,28,27,44,As Expected,As Expected,41,41,0,Not Available,8,0,As Expected,27
552834,DAVITA VISTA DEL SOL DIALYSIS,5,VICTORVILLE,Profit,DAVITA,25,1,1,1,43,As Expected,88,161,172,As Expected,As Expected,As Expected,98,100,134,As Expected,As Expected,133,133,0,Not Available,8,0,As Expected,163
552835,DAVITA WARNER CENTER DIALYSIS,4,WOODLAND HILLS,Profit,DAVITA,24,1,1,0,21,As Expected,30,49,50,As Expected,As Expected,As Expected,37,40,46,As Expected,As Expected,40,40,0,Not Available,4,0,As Expected,42
552836,FMC-WEST GLENDALE,3,GLENDALE,Profit,FRESENIUS MEDICAL CARE,24,1,1,1,42,As Expected,61,96,102,As Expected,As Expected,As Expected,72,81,100,As Expected,As Expected,87,87,0,Not Available,14,0,As Expected,78
672563,US RENAL CARE BOERNE DIALYSIS,5,BOERNE,Profit,"US RENAL CARE, INC.",16,1,0,0,12,As Expected,19,25,28,As Expected,As Expected,As Expected,21,18,113,As Expected,As Expected,28,28,0,Not Available,13,0,As Expected,16
