Facility_Name,CMS_Certification_Number,PY2020_Payment_Reduction_Percentage,Total_Performance_Score
UNIVERSITY DIALYSIS NORTHWEST,453513,0,84
DRISCOLL CHILDREN'S VALLEY DIALYSIS CENTER,453516,0.01,42
462307 LOGAN REGIONAL HOSPITAL DIALYSIS CENTER,462307,0,76
462308 TOOELE VALLEY DIALYSIS CENTER,462308,0,96
462311 HEBER VALLEY DIALYSIS,462311,0,94
462319 BLUE MOUNTAIN HOSPITAL DIALYSIS,462319,0,71
462320 PRIMARY CHILDREN'S DIALYSIS CENTER,462320,0,59
462500 FARMINGTON BAY DIALYSIS CENTER,462500,0,96
462503 KOLFF DIALYSIS CENTER/UNIV. OF UTAH,462503,0,71
462504 UNIVERSITY OF UTAH PROVO DIALYSIS CENTER,462504,0,69
462510 CASTLEVIEW DIALYSIS,462510,0,86
462511 DIXIE DIALYSIS CENTER,462511,0,71
462518 SOUTH VALLEY DIALYSIS CENTER,462518,0,80
462519 BONNEVILLE DIALYSIS CENTER,462519,0,72
462520 WEST BOUNTIFUL DIALYSIS (DVA),462520,0,96
462521 LAKESIDE DIALYSIS CENTER,462521,0,78
462524 TIMPANOGOS DIALYSIS CENTER (DVA),462524,0,77
462525 UTAH VALLEY DIALYSIS (DVA),462525,0,75
462528 IRON MISSION DIALYSIS CENTER,462528,0,66
462529 OQUIRRH ARTIFICIAL KIDNEY CENTER,462529,0,74
462530 FRESENIUS KIDNEY CARE WASATCH,462530,0,68
462532 SOUTH MOUNTAIN DIALYSIS,462532,0,86
462533 WEST VALLEY DIALYSIS CLINIC,462533,0.01,47
462534 AMERICAN FORK DIALYSIS CENTER,462534,0,90
462535 LONE PEAK DIALYSIS (DVA),462535,0,65
462536 HURRICANE DIALYSIS CENTER,462536,0,63
462537 LIBERTY DIALYSIS - LAYTON (FMC),462537,0,68
462538 LIBERTY DIALYSIS - WOODSCROSS (FMC),462538,0,84
462539 WEBER VALLEY DIALYSIS (DVA),462539,0,84
462540 LIBERTY DIALYSIS - OGDEN (FMC),462540,0,72
462541 PLEASANT VIEW DIALYSIS CENTER,462541,0,82
462542 LIBERTY DIALYSIS - ST GEORGE (FMC),462542,0,79
462543 PAYSON REGIONAL DIALYSIS,462543,0,69
462544 MARK LINDSAY DIALYSIS CENTER,462544,0,77
462545 LIBERTY DIALYSIS WEST JORDAN (FMC),462545,0,87
462546 FMC-RIVERTON LLC,462546,0,89
462547 LIBERTY DIALYSIS SOUTH OGDEN HOME,462547,0,68
462548-FMC-CEDAR CITY,462548,0,69
462549-FRESENIUS KIDNEY CARE WEST SALT LAKE,462549,0,66
462550-FRESENIUS KIDNEY CARE-PLEASANT VIEW,462550,0.02,25
462551-DAVITA MT. NEBO DIALYSIS,462551,0.005,51
462552-FRESENIUS KIDNEY CARE UTAH VALLEY,462552,0,0
463501 INTERMOUNTAIN MEDICAL CENTER DIALYSIS SERVICES,463501,0,75
463502 UTAH DIALYSIS LAB,463502,0,75
463504 SEVIER VALLEY DIALYSIS,463504,0,97
463505 UINTAH BASIN MED CTR DIALYSIS - ROOSEVELT,463505,0.005,52
463506 UINTAH BASIN MED CTR DIALYSIS- VERNAL,463506,0,70
UNIVERSITY OF VERMONT MEDICAL CENTER INC,472300,0.005,53
SOUTHWESTERN VERMONT RENAL CENTER,472500,0,61
FMC OF ST. JOHNSBURY DIALYSIS,472501,0.005,52
UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS BERLIN,473500,0.005,56
UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS RUTLAND,473501,0,73
UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS ST. ALBANS,473502,0,74
UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS SOUTH BURLI,473503,0.01,43
UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS NEWPORT,473504,0.005,52
SCHNEIDER HOSP ST. THOMAS,482300,0,0
GOVERNOR JUAN F. LUIS HOSPITAL AND MEDICAL CENTER,482302,0,0
CKC ST CROIX,482500,0,0
CKC ST THOMAS,482501,0,0
UNIVERSITY OF VIRGINIA HOSPITAL,492301,0.015,35
VCU MEDICAL CENTER,492303,0.015,29
CHILDRENS HOSPITAL OF KINGS DAUGHTERS,492321,0,81
RENAL CARE GROUP - DANVILLE,492501,0.01,43
TIDEWATER RENAL DIALYSIS CENTER,492502,0.005,58
BMA - WEST END,492503,0.005,58
FAIRFAX DIALYSIS CENTER,492504,0,78
ALEXANDRIA KIDNEY CENTER,492505,0,66
THREE CHOPT DIALYSIS,492506,0,68
DAVITA - HARRISONBURG DIALYSIS,492507,0,63
FREDERICKSBURG DIALYSIS CENTER,492508,0,67
BMA - ROANOKE-SALEM DIALYSIS,492513,0.005,50
RENAL CARE GROUP - SOUTH BOSTON,492516,0.005,53
CAMELOT DIALYSIS CENTER,492517,0,63
CDC - WOODBRIDGE,492521,0,66
COVINGTON DIALYSIS,492522,0,70
WINCHESTER DIALYSIS,492523,0,68
BMA - NASSAWADOX,492524,0.005,54
FMC - WARRENTON,492525,0,66
BMA - FARMVILLE,492526,0,61
RENAL CARE GROUP - MARTINSVILLE,492527,0,67
DAVITA - STAUNTON,492528,0,65
BMA - TWIN COUNTY,492529,0,74
ARTIFICIAL KIDNEY CENTER - SUFFOLK,492530,0,64
BMA - SOUTHWEST VIRGINIA,492531,0,71
BMA - NEW RIVER VALLEY,492532,0.005,57
BMA - MOUNTAIN EMPIRE,492533,0.005,56
TOTAL RENAL CARE - EAST END,492534,0.01,45
CDC - SPRINGFIELD,492535,0,84
TAPPAHANNOCK DIALYSIS CENTER,492536,0,74
NORFOLK DIALYSIS CENTER,492537,0,69
CHESAPEAKE KIDNEY CENTER,492538,0,87
LEXINGTON DIALYSIS,492539,0,78
CDC - STERLING/DULLES,492541,0,63
DAVITA - CULPEPER,492543,0,67
TOTAL RENAL CARE - CHESAPEAKE,492545,0,67
BMA - GILES,492546,0,83
BMA - NORTH ROANOKE,492548,0.005,57
CDC - MANASSAS,492549,0,80
MEHERRIN DIALYSIS CENTER,492551,0,72
RAI - THIMBLE SHOALS-NEWPORT NEWS,492552,0.005,55
RAI - GOODE WAY-PORTSMOUTH,492554,0,60
DAVITA - HIOAKS DIALYSIS,492556,0,73
BMA - BLUE RIDGE,492558,0.005,52
DAVITA - ARLINGTON,492559,0,62
DAVITA - MARTINSVILLE DIALYSIS,492560,0.01,47
RAI - MECHANICSVILLE TRNPK-RICHMOND,492561,0,60
CDC - ALEXANDRIA,492562,0,79
TOTAL RENAL CARE - HOPEWELL,492563,0.01,43
DAVITA - CHARLOTTESVILLE,492564,0,62
BMA - FRANKLIN COUNTY,492565,0.005,56
KEMPSVILLE DIALYSIS CENTER,492567,0.005,58
BMA - CRYSTAL SPRING,492570,0.005,50
BMA - RUSSELL COUNTY,492572,0.005,52
FRONT ROYAL DIALYSIS,492573,0,67
DAVITA - NEWPORT NEWS,492574,0.01,44
DAVITA - VIRGINIA BEACH,492575,0,78
SOUTHAMPTON DIALYSIS CENTER,492576,0,89
BMA - WYTHEVILLE,492578,0.01,40
BMA - GARRISONVILLE,492579,0,81
DAVITA - TYSONS CORNER,492580,0,70
RAI - CHURCHLAND-CHESAPEAKE,492581,0.01,45
DAVITA - AMELIA,492583,0,59
FMC - FORT BELVOIR,492587,0,90
BMA - GREATER NORFOLK,492588,0,62
DAVITA - ALEXANDRIA,492589,0,63
WESTHAMPTON DIALYSIS CENTER LLC,492590,0.01,48
TOTAL RENAL CARE - FAIRFAX,492591,0,70
RAI - AIRLINE-PORTSMOUTH 7253,492592,0.005,54
BMA - BOWLING GREEN,492593,0,73
APPOMATTOX DIALYSIS CENTER,492594,0,59
FMC - MONTGOMERY,492595,0.005,58
FMC - POTOMAC MILLS,492596,0,85
DAVITA - HENRICO COUNTY,492598,0,71
TOTAL RENAL CARE - RICHMOND COMMUNITY,492599,0.005,53
RAI - WEST LEIGH-RICHMOND,492600,0.01,48
RENAL CAREPARTNERS - ARLINGTON/ALEXANDRIA,492602,0,65
ARA - MECHANICSVILLE DIALYSIS,492603,0,62
GREAT BRIDGE DIALYSIS CENTER,492604,0,72
DAVITA - MECHANICSVILLE,492605,0,68
DAVITA - CHESTER DIALYSIS,492607,0.005,56
DAVITA - MIDLOTHIAN DIALYSIS,492608,0.005,52
FMC - FRIENDSHIP MANOR,492610,0,68
RENAL CAREPARTNERS OF RESTON LLC,492615,0,61
PORTSMOUTH DIALYSIS CENTER,492616,0.01,48
PENINSULA DIALYSIS CENTER,492617,0.005,52
DAVITA - GREATER PORTSMOUTH,492618,0.005,50
DAVITA - RADFORD DIALYSIS,492619,0,63
RENAL CAREPARTNERS - FAIRFAX,492620,0,70
US RENAL CARE - WARSAW,492622,0,68
FRANCONIA DIALYSIS CENTER,492623,0,66
RESTON DIALYSIS CENTER,492625,0,84
FAIR OAKS DIALYSIS,492626,0,74
US RENAL CARE - ASHLAND,492627,0,69
FOREST PARK DIALYSIS CENTER,492628,0.005,57
LEIGH DIALYSIS CENTER,492629,0.005,57
FMC - ABINGDON,492630,0,75
FMC - VIRGINIA BEACH,492631,0,70
FMC - PRINCE WILLIAM COUNTY DIALYSIS,492632,0,60
DOMINION DIALYSIS CENTER,492633,0,81
LIBERTY DIALYSIS PETERSBURG,492634,0.01,44
ADVANCED DIALYSIS CENTER - POTOMAC,492635,0,62
CHARLOTTESVILLE NORTH DIALYSIS,492636,0,73
DAVITA - GARRISONVILLE,492637,0,82
FMC - LORTON,492639,0,92
RAI - MERCURY BLVD-HAMPTON,492640,0.015,35
RAI - SOUTH CHURCH-SMITHFIELD,492641,0.005,57
RAI - JOHN TYLER HWY-WILLIAMSBURG,492643,0,63
RAI - CHESAPEAKE-NEWPORT NEWS,492645,0.01,45
RAI - MEDICAL DRIVE-GLOUCESTER,492646,0,59
RENAL CAREPARTNERS - WOODBRIDGE,492647,0,66
SOUTH LABURNUM DIALYSIS LLC,492648,0.005,58
FMC - SPOTSYLVANIA,492649,0.005,55
CHARTER COLONY DIALYSIS CENTER,492650,0,69
WILLIAMSBURG DIALYSIS,492651,0.015,34
HAYMARKET DIALYSIS,492652,0,91
BUTLER FARM DIALYSIS,492653,0,62
LEESBURG VIRGINIA DIALYSIS,492654,0,80
FMC - HERITAGE HUNT,492655,0,64
FMC - BLAIRS DIALYSIS,492656,0,59
FMC - GOOCHLAND,492657,0.005,58
MIDTOWNE NORFOLK DIALYSIS,492658,0,60
TOTAL RENAL CARE - HARBOR VIEW DIALYSIS,492659,0,63
JEFFERSON AVENUE DIALYSIS,492660,0,69
FMC - KING GEORGE,492661,0.01,48
LIBERTY DIALYSIS - SOUTH HILL,492662,0.005,57
LIVINGSTON DIALYSIS LLC,492663,0.005,56
"WEST HAMPTON REGIONAL DIALYSIS CENTER, LLC",492664,0,81
TOTAL RENAL CARE - LITTLE CREEK DIALYSIS,492665,0.005,55
USRC COLONIAL HEIGHTS LLC,492666,0.015,37
TOTAL RENAL CARE LYNCHBURG HOME TRAINING,492667,0,74
MONAHANS DIALYSIS LLC,492668,0,61
STINES DIALYSIS LLC,492669,0,76
"KAISER FOUNDATION HEALTH PLAN OF THE MID ATLANTIC STATES,",492670,0.01,44
GILES COUNTY DIALYSIS,492671,0,62
LANSDOWNE DIALYSIS,492672,0,78
FMC - LOCUST GROVE,492673,0,62
FMC - FREDERICKSBURG HOME DIALYSIS,492674,0.01,46
PRINCESS ANNE DIALYSIS,492675,0,66
FMC - JACKSON SQUARE,492676,0.005,58
FMC - LOUISA,492677,0,78
ZARA DIALYSIS LLC,492678,0.005,58
"FRESENIUS MEDICAL CARE VIRGINIA BEACH HOME, LLC",492679,0.005,52
FMC - DENBIGH,492680,0,60
FMC - FIRST COLONIAL,492681,0,78
KEMPSVILLE HOME DIALYSIS,492682,0,61
DANVILLE HOME DIALYSIS,492683,0,70
US RENAL CARE PETERSBURG DIALYSIS,492684,0,62
DAVITA-TWO RIVERS,492686,0.005,57
NCG CHANTILLY LLC,492687,0.005,56
SOCO DIALYSIS,492688,0,68
DALE CITY DIALYSIS,492689,0,88
LEES DIALYSIS LLC,492690,0,78
LEE DIALYSIS,492691,0,90
PARK HILL DIALYSIS,492692,0.005,53
BULL RUN DIALYSIS,492693,0.005,55
BIO-MEDICAL APPLICATIONS OF VIRGINIA INC,492694,0,61
DEOWEE DIALYSIS,492695,0.01,46
FRESENIUS MEDICAL CARE NIMMO PARKWAY,492696,0,64
FRESENIUS MEDICAL CARE DUMFRIES,492697,0,81
OCEANA DIALYSIS,492698,0,72
FRESENIUS KIDNEY CARE INDIAN RIVER,492699,0,85
FRESENIUS KIDNEY CARE SMYTH COUNTY,492700,0,84
GLENSIDE DIALYSIS,492701,0,65
EAST HENRICO DIALYSIS CENTER,492702,0,63
LANGLEY DIALYSIS,492703,0,72
RUTHERFORD CROSSING DIALYSIS,492704,0,81
US RENAL CARE FALLS CHURCH DIALYSIS,492705,0,85
PORT WARWICK DIALYSIS,492706,0.005,51
FRESENIUS KIDNEY CARE RICHMOND SOUTH,492707,0.01,46
MEHERRIN HOME TRAINING,492708,0,0
GLENVAR DIALYSIS,492709,0,77
LABURNAM DIALYSIS,492710,0,80
FRESENIUS KIDNEY CARE LAUREL PARK,492711,0,82
HOPKINS ROAD DIALYSIS,492712,0.01,45
PURE LIFE RENAL OF LANSDOWNE INC.,492713,0.01,42
LEE'S HILL DIALYSIS,492714,0,82
FRESENIUS KIDNEY CARE NORTH SUFFOLK HOME,492715,0,59
FRESENIUS KIDNEY CARE NORTH SUFFOLK,492716,0,84
STONE RIDGE DIALYSIS,492717,0,86
FRESENIUS KIDNEY CARE - FALLS RUN,492718,0,95
KEMPSVILLE DIALYSIS,492719,0,69
PENTAGON CITY DIALYSIS,492720,0,0
FRESENIUS KIDNEY CARE LYNCHBURG,492721,0,0
ORGANO DIALYSIS,492722,0,0
"SOMATUS DIALYSIS OF FALL CHURCH, LLC",492723,0,0
ANNANDALE DIALYSIS,492724,0,0
FRESENIUS KIDNEY CARE OF HALIFAX,492725,0,0
WISSOTA DIALYSIS,492726,0,0
USRC ROANOKE LLC,492727,0,0
DALEVILLE DIALYSIS,492728,0,0
UVA ZION CROSSROADS DIALYSIS,493505,0.005,51
UVA ORANGE DIALYSIS,493507,0,67
UVA AUGUSTA DIALYSIS,493509,0,73
UVA PAGE DIALYSIS,493511,0,88
UVA AMHERST DIALYSIS,493512,0.005,56
UVA LYNCHBURG DIALYSIS,493513,0.015,36
UVA ALTAVISTA DIALYSIS,493514,0.005,50
UVA FARMVILLE DIALYSIS,493515,0,62
UVA STAUNTON DIALYSIS,493516,0,72
UVA - APPOMATTOX DIALYSIS,493517,0.005,53
SEATTLE CHILDRENS HOSPITAL DIALYSIS,502306,0.005,49
PEACEHEALTH DIALYSIS CENTER,502308,0.005,56
TRI-STATE MEMORIAL HOSPITAL INC DIALYSIS UNIT,502310,0,68
NKC SEATTLE KIDNEY CENTER,502500,0.005,56
DAVITA MT BAKER KIDNEY CENTER,502501,0,78
OLYMPIC PENINSULA KIDNEY CENTER,502502,0,69
PUGET SOUND KIDNEY CENTER,502503,0,68
MID-COLUMBIA KIDNEY CENTER,502504,0,81
NKC LAKE WASHINGTON KIDNEY CENTER,502505,0,70
NKC SCRIBNER KIDNEY CENTER,502507,0,79
NKC RENTON KIDNEY CENTER,502508,0,65
NKC SEATAC KIDNEY CENTER,502509,0,70
NKC PORT ANGELES KIDNEY CENTER,502510,0,59
NKC ELLIOTT BAY KIDNEY CENTER,502511,0.005,51
FEDERAL WAY COMMUNITY DIALYSIS CENTER,502513,0,64
MT ADAMS KIDNEY CENTER,502514,0,70
NKC KIRKLAND KIDNEY CENTER,502516,0,72
QUALICENTERS - WALLA WALLA LLC,502517,0,91
FKC COLUMBIA BASIN,502518,0,74
LAKEWOOD COMMUNITY DIALYSIS CENTER,502519,0.005,50
NKC AUBURN KIDNEY CENTER,502520,0,73
PUGET SOUND KC SOUTH,502521,0,67
PNRS FT VANCOUVER,502522,0,65
NKC WEST SEATTLE KIDNEY CENTER,502523,0,70
PNRS SALMON CREEK,502524,0,70
OLYMPIC VIEW DIALYSIS CENTER,502525,0,72
KENT COMMUNITY DIALYSIS CENTER,502526,0,62
FMC SPOKANE KIDNEY CENTER,502527,0,73
FMC NORTHPOINTE DIALYSIS UNIT,502528,0,62
FMC MOSES LAKE DIALYSIS UNIT,502529,0,66
FMC LACEY,502530,0,79
FMC ABERDEEN,502531,0,73
OLYMPIC PENINSULA KC - SOUTH KITSAP,502532,0.01,46
FMC OMAK DIALYSIS CENTER,502533,0,68
PUYALLUP COMMUNITY DIALYSIS CENTER,502534,0.01,42
FMC VALLEY DIALYSIS UNIT,502535,0,71
NKC LAKE CITY KIDNEY CENTER,502536,0,68
SPOKANE VALLEY RENAL CENTER,502537,0,83
NORTH SPOKANE RENAL CENTER,502538,0,86
FMC CHEHALIS,502539,0,60
NKC SNOQUALMIE RIDGE KIDNEY CENTER,502540,0,78
YAKIMA DIALYSIS CENTER,502541,0,72
BELLEVUE DIALYSIS CENTER,502542,0,61
UNION GAP DIALYSIS CENTER,502543,0,69
WESTWOOD DIALYSIS CENTER,502544,0,64
PUGET SOUND KIDNEY CENTER WHIDBEY ISLAND,502545,0,61
PUGET SOUND KIDNEY CENTER SMOKEY POINT,502546,0.005,56
DOWNTOWN SPOKANE RENAL CENTER,502547,0,78
FMC SHELTON,502548,0,82
OLYMPIC PENINSULA KIDNEY CENTER - NORTH,502549,0,76
VANCOUVER DIALYSIS CENTER,502550,0,70
TACOMA DIALYSIS CENTER,502551,0.005,55
ELLENSBURG DIALYSIS CENTER,502552,0,72
NKC KENT KIDNEY CENTER,502553,0,79
GRAHAM DIALYSIS CENTER,502554,0,65
OLYMPIA DIALYSIS CENTER,502555,0,64
NKC BROADWAY KIDNEY CENTER,502556,0,72
FMC COLVILLE,502557,0,82
FMC LEAH LAYNE DIALYSIS CENTER,502558,0,85
CHINOOK KIDNEY CENTER,502559,0,81
EVERETT DIALYSIS CENTER,502560,0,72
MILL CREEK DIALYSIS CENTER,502561,0,76
SEAVIEW DIALYSIS CENTER,502562,0,82
WHIDBEY ISLAND DIALYSIS CENTER,502564,0,81
OLYMPIC PENINSULA KIDNEY CENTER NORTHWEST,502565,0,80
PARKLAND DIALYSIS CENTER,502566,0.005,55
PANORAMA DIALYSIS,502567,0,73
WENATCHEE VALLEY DIALYSIS,502568,0,67
EAST WENATCHEE DIALYSIS,502569,0,74
NKC ENUMCLAW KIDNEY CENTER,502570,0,77
ZILLAH DIALYSIS,502571,0.005,52
KENNEWICK DIALYSIS,502572,0,75
PUGET SOUND KIDNEY CENTERS ANACORTES,502573,0.005,58
PNRS CLARK COUNTY DIALYSIS CLINIC,502574,0,63
FMC THURSTON COUNTY DIALYSIS CENTER,502575,0,78
PUGET SOUND KIDNEY CENTER - MONROE,502576,0,70
PILCHUCK DIALYSIS,502577,0,63
TUMWATER DIALYSIS CENTER,502578,0,74
RAINIER VIEW DIALYSIS CENTER,502579,0,71
OLYMPIC PENINSULA KIDNEY CENTER COORDINATED CARE UNIT,502580,0.01,43
CASCADE DIALYSIS,502581,0,61
ECHO VALLEY DIALYSIS,502582,0,88
BELFAIR DIALYSIS,502583,0,79
"TOTAL RENAL CARE, INC.",502584,0.005,55
"TOTAL RENAL CARE, INC",502585,0.005,49
"TOTAL RENAL CARE, INC",502586,0,68
"RENAL CARE GROUP NORTHWEST, INC.",502587,0,60
"RENAL CARE GROUP NORTHWEST, INC.",502588,0.005,55
"RENAL CARE GROUP NORTHWEST, INC.",502589,0,63
"RENAL CARE GROUP NORTHWEST, INC.",502590,0.005,51
"RENAL CARE GROUP NORTHWEST, INC.",502591,0.005,50
"TOTAL RENAL CARE, INC.",502592,0,59
NKC FEDERAL WAY EAST KIDNEY CENTER,502593,0.005,51
NKC FEDERAL WAY WEST CAMPUS,502594,0,0
TOTAL RENAL CARE INC,502595,0,0
SKAGIT VALLEY KIDNEY CENTER,503505,0,63
CAMP ORKILA,503700,0.02,0
WEST VIRGINIA UNIVERSITY HOSPITALS INC,512300,0.02,25
BMA - MARTINSBURG,512502,0,68
FMS - CHARLESTON,512503,0.01,44
BMA - BECKLEY,512505,0.015,32
BMA - MORGANTOWN,512506,0.015,37
BMA - WELCH,512507,0,79
FMC - ELKINS,512508,0,81
DAVITA - GREENBRIER DIALYSIS,512509,0,59
FMC - OAK HILL,512511,0.01,47
WHEELING DIALYSIS CENTER,512513,0.01,42
NEW MARTINSVILLE DIALYSIS FACILITY,512514,0.01,44
FMC - TWO VIRGINIAS,512515,0,60
FMC - MERCER COUNTY,512516,0.005,53
FMC - HURRICANE,512517,0.005,55
WEST VIRGINIA DIALYSIS,512518,0.005,51
GRAND CENTRAL DIALYSIS,512519,0.005,56
DAVITA GREATER CHARLESTON,512520,0.01,47
FMC - FAIRMONT,512521,0.005,55
"DAVITA RENAL CENTER OF MOOREFIELD, LLC",512522,0,60
FMC - CLARKSBURG,512523,0,74
FMC - WESTON,512524,0,62
MOUNTAIN RIDGE DIALYSIS,512525,0.01,41
FMC - BRUCETON MILLS,512527,0.005,52
FMC - CHARLES TOWN,512528,0,70
FMC - RIPLEY,512529,0.005,50
POINT PLEASANT DIALYSIS,512530,0,61
GREATER BOONE DIALYSIS,512531,0,59
J ROBERT PRITCHARD DIALYSIS CENTER,512532,0.005,56
FMC - KANAWHA COUNTY,512533,0.005,55
FMC - GREENBRIER COUNTY,512534,0.005,49
FMC - RIVER HILLS,512535,0.005,50
FMC - OCEANA,512536,0.01,48
"DAVITA RENAL CENTER OF KEYSER, LLC",512537,0,66
MOUNTAINEER DIALYSIS,512538,0.015,35
FMC - APPALACHIAN DIALYSIS,512539,0.005,52
HARRISON COUNTY DIALYSIS,512540,0,78
"BIO-MEDICAL APPLICATIONS OF WEST VIRGINIA, INC",512541,0,65
"FMS CABELL HUNTINGTON DIALYSIS CENTERS, LLC",512542,0.01,46
FMC EASTERN PANHANDLE,512543,0.01,47
FMC HAWKS NEST,512544,0.01,40
RAVINE DIALYSIS LLC,512545,0.005,54
FMC GRAFTON,512546,0,67
WOOD COUNTY DIALYSIS,512547,0,69
FRESENIUS MEDICAL CARE UPSHUR COUNTY,512548,0.01,46
FRESENIUS MEDICAL CARE BRAXTON COUNTY,512549,0,66
FRESENIUS MEDICAL CARE MONONGALIA COUNTY,512550,0,0
FRESENIUS KIDNEY CARE HAMLIN,512551,0,0
WAUPUN REGIONAL DIALYSIS,522301,0,80
LUTHER HOSPITAL - MAYO CLINIC DIALYSIS,522311,0.01,39
ST VINCENT HOSPITAL REGIONAL DIALYSIS CTR,522312,0,83
GUNDERSEN LUTHERAN RENAL DIALYSIS - LA CROSSE,522313,0,62
CHILDRENS HOSPITAL OF WI,522319,0.015,36
MARSHFIELD MEDICAL CENTER RICE LAKE DIALYSIS,522320,0,63
ST NICHOLAS HOSPITAL - DIALYSIS,522323,0,94
BELOIT HEALTH SYSTEM - DIALYSIS,522324,0.01,45
SACRED HEART HOSPITAL DIALYSIS,522327,0,69
HESS MEMORIAL HOSPITAL,522328,0.005,53
MERCY REGIONAL DIALYSIS CENTER,522329,0.015,38
MAYO CLINIC DIALYSIS - MENOMONIE,522331,0,85
"FROEDTERT SOUTH, INC.- ST. CATHERINE'S KIDNEY CENTER",522335,0,74
DIVINE SAVIOR HEALTHCARE DIALYSIS,522339,0.015,33
ASPIRUS KIDNEY CARE - MEDFORD,522343,0.005,52
FMC - NEENAH,522500,0.005,58
DAVITA - FOX RIVER,522501,0,84
DAVITA - WISCONSIN AVE,522502,0.01,40
DAVITA - JANESVILLE,522503,0,67
TOTAL RENAL CARE INC,522504,0,78
FRESENIUS MEDICAL CARE MIDWEST SOUTH,522506,0.005,54
DAVITA - LOOMIS RD,522507,0.005,51
DAVITA - RIVERCENTER DR,522509,0,62
"WISCONSIN RENAL CARE GROUP, LLC",522510,0.005,55
GREEN BAY NORTHWOOD DIALYSIS OF DAVITA,522511,0,81
"FRESENIUS MEDICAL CARE MIDWEST DIALYSIS, LLC",522512,0,65
TOTAL RENAL CARE INC,522513,0,59
TOTAL RENAL CARE INC,522517,0,64
ST CROIX FALLS DIALYSIS OF DAVITA,522519,0,79
"TOTAL RENAL CARE, INC.",522521,0,86
TOTAL RENAL CARE INC,522523,0.005,52
FRESENIUS MEDICAL CARE MIDWEST GOOD HOPE,522524,0.01,45
TOTAL RENAL CARE INC,522525,0.005,55
DAVITA - FOND DU LAC DIALYSIS,522526,0,86
DAVITA - SHEBOYGAN DIALYSIS,522527,0,77
FRESENIUS MEDICAL CARE MIDWEST RYAN ROAD,522528,0,67
DAVITA - CEDARBURG,522529,0,73
FMC - CENTRE POINT,522530,0.01,46
WISCONSIN RENAL GROUP L.L.C.,522531,0,68
DAVITA - CAPITOL DRIVE,522532,0,66
TOTAL RENAL CARE INC,522533,0,73
TRI STATE DIALYSIS - PLATTEVILLE,522534,0,81
TOTAL RENAL CARE INC.,522535,0,73
DAVITA - BLUEMOUND PD,522536,0.005,52
DAVITA - LAKE GENEVA DIALYSIS,522537,0,69
FMC DIALYSIS - SUPERIOR,522538,0,70
FMC DIALYSIS - CHEQUAMEGON BAY,522539,0,73
FRESENIUS MEDICAL CARE MIDWEST RACINE,522540,0.005,53
FRESENIUS MEDICAL CARE MIDWEST GLENDALE,522542,0.005,53
DAVITA - SOUTH RIDGE,522543,0,63
FRESENIUS MEDICAL CARE MIDWEST WEST BEND,522544,0,59
FMC DIALYSIS - OSHKOSH,522545,0,78
FMC DIALYSIS - APPLETON,522546,0,78
FMC - RIPON SOUTH,522547,0,80
DAVITA - WEST APPLETON,522548,0.01,46
FMC - KAUKAUNA,522550,0,75
DAVITA - MARINETTE DIALYSIS,522551,0,83
DAVITA - GREEN BAY DIALYSIS,522552,0,82
DAVITA - BAY SHORE,522554,0.015,38
WI DIALYSIS INC - FITCHBURG CLINIC,522555,0.005,56
DAVITA - STURGEON BAY DIALYSIS,522556,0,89
DAVITA - TITLE TOWN,522558,0,66
WI DIALYSIS INC - EAST,522559,0.015,36
DAVITA - OSHKOSH DIALYSIS,522560,0,63
FRESENIUS MEDICAL CARE MIDWEST LAKESHORE,522561,0,70
DAVITA - MANITOWOC DIALYSIS,522562,0,93
DAVITA - WAUTOMA DIALYSIS,522563,0,76
FRESENIUS MEDICAL CARE MIDWEST KENOSHA,522564,0,73
ARA - MILWAUKEE,522565,0.01,44
DAVITA - BLUEMOUND,522566,0.005,56
KIDNEY REPLACEMENT THERAPIES,522568,0.01,42
FMC DIALYSIS - WAUPACA,522570,0,90
FRESENIUS MEDICAL CARE MIDWEST APPLETON AVE,522571,0.015,37
MONROE CLINIC DIALYSIS,522572,0,70
FRESENIUS MEDICAL CARE MIDWEST 27TH STREET BRANCH,522573,0.005,53
AMERY DIALYSIS OF DAVITA,522575,0,92
DAVITA - HUMBOLDT RIDGE,522577,0.015,36
DAVITA - OAK CREEK,522578,0,80
TOTAL RENAL CARE INC,522579,0,69
FMC - HAYWARD,522580,0,79
FRESENIUS MEDICAL CARE MIDWEST WAUKESHA,522581,0,65
"FRESENIUS MEDICAL CARE SHAWANO, LLC",522582,0,59
DAVITA - HARBOR VIEW DIALYSIS,522583,0.01,42
DAVITA - WILLOW CREEK DIALYSIS,522584,0,74
DAVITA - PRAIRIE RIVER DIALYSIS,522585,0,89
DAVITA - NORTHERN STAR DIALYSIS,522586,0.005,56
DAVITA - STEVENS POINT DIALYSIS,522587,0,73
DAVITA - MARSHFIELD DIALYSIS,522588,0.01,42
DAVITA - WISCONSIN RAPIDS DIALYSIS,522589,0,68
DAVITA - RHINELANDER DIALYSIS,522591,0,91
DAVITA - WAUPACA DIALYSIS,522592,0,81
